timestamp,open,high,low,close,volume
2023-08-01T09:30:00-04:00,456.19000244140625,457.25,455.489990234375,456.3349914550781,31019489.0
2023-08-01T13:30:00-04:00,456.3399963378906,456.989990234375,455.9750061035156,456.4700012207031,17689637.0
2023-08-02T09:30:00-04:00,453.25,453.5199890136719,449.9800109863281,451.1099853515625,49164472.0
2023-08-02T13:30:00-04:00,451.1099853515625,451.43499755859375,449.34991455078125,450.1400146484375,30412123.0
2023-08-03T09:30:00-04:00,448.375,450.7900085449219,447.3699951171875,450.4800109863281,37127343.0
2023-08-03T13:30:00-04:00,450.4700012207031,450.57000732421875,448.7749938964844,448.8399963378906,20220390.0
2023-08-04T09:30:00-04:00,450.5400085449219,452.8949890136719,448.7699890136719,451.6600036621094,37833613.0
2023-08-04T13:30:00-04:00,451.6600036621094,451.84710693359375,446.2699890136719,446.80999755859375,50532032.0
2023-08-07T09:30:00-04:00,448.7099914550781,449.9700012207031,447.989990234375,449.6400146484375,31496002.0
2023-08-07T13:30:00-04:00,449.6600036621094,450.864990234375,449.4750061035156,450.7200012207031,17978063.0
2023-08-08T09:30:00-04:00,448.0,448.1499938964844,445.2705078125,446.93499755859375,40726468.0
2023-08-08T13:30:00-04:00,446.92999267578125,449.2300109863281,446.54998779296875,448.75,24026061.0
2023-08-09T09:30:00-04:00,449.0299987792969,449.19989013671875,444.9599914550781,447.41900634765625,33841204.0
2023-08-09T13:30:00-04:00,447.4150085449219,448.88641357421875,445.42999267578125,445.760009765625,33207720.0
2023-08-10T09:30:00-04:00,448.19000244140625,451.70001220703125,445.7300109863281,446.05999755859375,54426992.0
2023-08-10T13:30:00-04:00,446.0400085449219,447.4800109863281,444.7099914550781,445.9200134277344,31188372.0
2023-08-11T09:30:00-04:00,443.9700012207031,446.7007141113281,443.3450012207031,445.42999267578125,34987908.0
2023-08-11T13:30:00-04:00,445.44000244140625,446.239990234375,444.44500732421875,445.5799865722656,25507415.0
2023-08-14T09:30:00-04:00,444.760009765625,447.760009765625,444.3800048828125,447.3299865722656,26964595.0
2023-08-14T13:30:00-04:00,447.3399963378906,448.1099853515625,446.29998779296875,448.1000061035156,16003130.0
2023-08-15T09:30:00-04:00,446.2699890136719,446.6400146484375,443.4700012207031,444.5150146484375,36036333.0
2023-08-15T13:30:00-04:00,444.5199890136719,444.6199951171875,442.29998779296875,442.9397888183594,29660597.0
2023-08-16T09:30:00-04:00,442.4599914550781,444.17999267578125,440.9800109863281,441.32000732421875,31055489.0
2023-08-16T13:30:00-04:00,441.19000244140625,443.0899963378906,439.5299987792969,439.6300048828125,37587480.0
2023-08-17T09:30:00-04:00,441.1600036621094,441.42999267578125,438.9700012207031,439.30999755859375,39524421.0
2023-08-17T13:30:00-04:00,439.30999755859375,439.30999755859375,435.75,436.2699890136719,42567550.0
2023-08-18T09:30:00-04:00,433.3699951171875,436.55108642578125,433.010009765625,435.54998779296875,52727979.0
2023-08-18T13:30:00-04:00,435.54998779296875,437.57000732421875,435.1600036621094,436.4599914550781,35998669.0
2023-08-21T09:30:00-04:00,437.54998779296875,438.8900146484375,435.32000732421875,437.8999938964844,36037720.0
2023-08-21T13:30:00-04:00,437.89898681640625,440.1099853515625,437.80999755859375,439.3399963378906,26210156.0
2023-08-22T09:30:00-04:00,441.17999267578125,441.17999267578125,437.625,438.2300109863281,33561034.0
2023-08-22T13:30:00-04:00,438.239990234375,439.4800109863281,437.57000732421875,438.1000061035156,23905634.0
2023-08-23T09:30:00-04:00,439.25,443.2950134277344,439.1000061035156,443.2200012207031,31977214.0
2023-08-23T13:30:00-04:00,443.2300109863281,443.6700134277344,442.3900146484375,442.9800109863281,25595756.0
2023-08-24T09:30:00-04:00,444.69000244140625,445.2200012207031,439.0199890136719,439.1300048828125,46461776.0
2023-08-24T13:30:00-04:00,439.1400146484375,439.8999938964844,436.8550109863281,436.9200134277344,32897344.0
2023-08-25T09:30:00-04:00,438.67999267578125,441.20001220703125,435.0,438.1099853515625,57347198.0
2023-08-25T13:30:00-04:00,438.1400146484375,441.29998779296875,437.3699951171875,439.95001220703125,32326847.0
2023-08-28T09:30:00-04:00,442.239990234375,443.260009765625,440.8999938964844,442.739990234375,31979039.0
2023-08-28T13:30:00-04:00,442.760009765625,443.3999938964844,440.8599853515625,442.7200012207031,23118496.0
2023-08-29T09:30:00-04:00,442.75,448.44500732421875,442.4599914550781,448.2699890136719,42031242.0
2023-08-29T13:30:00-04:00,448.2749938964844,449.45001220703125,447.6700134277344,449.1600036621094,32005962.0
2023-08-30T09:30:00-04:00,449.510009765625,451.6700134277344,448.7799987792969,450.92999267578125,36105129.0
2023-08-30T13:30:00-04:00,450.92999267578125,451.3999938964844,449.9800109863281,451.0,23440272.0
2023-08-31T09:30:00-04:00,451.6499938964844,452.8299865722656,450.3599853515625,451.7550048828125,27063672.0
2023-08-31T13:30:00-04:00,451.760009765625,452.19000244140625,450.1600036621094,450.2799987792969,29305389.0
2023-09-01T09:30:00-04:00,453.1700134277344,453.6700134277344,449.67999267578125,450.3500061035156,33466577.0
2023-09-01T13:30:00-04:00,450.3399963378906,451.29998779296875,449.8800048828125,451.2200012207031,17637107.0
2023-09-05T09:30:00-04:00,450.7300109863281,451.05999755859375,449.1700134277344,449.6199951171875,31403577.0
2023-09-05T13:30:00-04:00,449.6199951171875,450.6400146484375,449.1700134277344,449.25,19876924.0
2023-09-06T09:30:00-04:00,448.0400085449219,448.510009765625,443.80999755859375,444.8598937988281,39185041.0
2023-09-06T13:30:00-04:00,444.8500061035156,446.3999938964844,444.8128967285156,446.20001220703125,23475026.0
2023-09-07T09:30:00-04:00,443.1099853515625,445.239990234375,442.75,445.0849914550781,33093055.0
2023-09-07T13:30:00-04:00,445.0899963378906,445.54998779296875,444.1000061035156,444.8349914550781,27948049.0
2023-09-08T09:30:00-04:00,444.8999938964844,447.1099853515625,444.79998779296875,445.7591857910156,28867846.0
2023-09-08T13:30:00-04:00,445.760009765625,446.2200012207031,444.5299987792969,445.510009765625,23457151.0
2023-09-11T09:30:00-04:00,448.45001220703125,448.7699890136719,446.46990966796875,448.160400390625,31086659.0
2023-09-11T13:30:00-04:00,448.2900085449219,448.70001220703125,448.0,448.489990234375,19960335.0
2023-09-12T09:30:00-04:00,446.95001220703125,448.5299987792969,446.0950012207031,448.2099914550781,31296576.0
2023-09-12T13:30:00-04:00,448.2099914550781,448.44500732421875,445.3900146484375,445.9800109863281,28134132.0
